employee_id,region,department_id,job_id,salary,join_date
263,西北,20.0,IT_ARCH,30000,2020-09-25
264,西北,40.0,HR_MAN,17000,2020-01-20
265,华中,50.0,FI_ACCOUNT,13000,2023-01-06
266,华北,20.0,IT_ARCH,25000,2024-12-05
267,华北,20.0,IT_ARCH,32500,2023-12-11
268,华南,70.0,CS_REP,14000,2024-07-31
269,西南,60.0,OP_COORD,17000,2020-10-02
270,华南,10.0,SA_MAN,26000,2021-07-31
271,西南,30.0,MK_REP,16000,2023-07-22
272,华南,30.0,MK_REP,11500,2023-07-23
273,华中,10.0,SA_MAN,27000,2024-04-28
274,华北,30.0,MK_REP,16500,2022-06-23
275,西南,50.0,FI_ACCOUNT,13500,2020-06-03
276,西北,50.0,FI_ACCOUNT,17500,2023-04-07
277,西南,20.0,IT_PROG,20500,2022-01-16
278,华东,20.0,DATA_ENG,21500,2023-09-27
279,华东,50.0,FI_MANAGER,29500,2024-03-14
280,华北,20.0,IT_PROG,18500,2024-12-10
281,华中,,OP_COORD,20000,2024-05-21
282,华中,70.0,CS_REP,11000,2020-11-22
283,西北,70.0,CS_REP,12500,2021-03-31
284,华北,40.0,HR_MAN,20500,2024-08-07
285,华北,60.0,OP_COORD,13000,2021-11-03
286,华南,70.0,CS_LEAD,16500,2023-08-06
287,西南,70.0,CS_LEAD,14000,2020-08-24
288,华南,30.0,MK_REP,11500,2023-05-06
289,华中,70.0,CS_LEAD,17000,2023-05-26
290,西南,50.0,FI_ACCOUNT,16000,2020-03-31
291,西北,50.0,FI_ACCOUNT,17500,2022-06-02
292,华东,30.0,MK_MAN,19500,2024-01-14
293,华南,60.0,OP_MANAGER,22000,2022-04-04
294,西北,20.0,IT_PROG,22500,2023-09-23
295,华中,20.0,DATA_ENG,27000,2021-09-08
296,华中,10.0,SA_REP,11000,2021-03-06
297,华中,50.0,FI_MANAGER,27000,2022-06-23
298,华中,50.0,FI_MANAGER,22500,2023-09-11
299,华东,60.0,OP_MANAGER,18000,2024-08-03
300,华北,20.0,IT_PROG,18000,2020-02-20
301,华东,40.0,HR_REP,13500,2022-04-28
302,西北,60.0,OP_MANAGER,24500,2022-03-29
303,华北,60.0,OP_COORD,17000,2024-03-17
304,华东,20.0,IT_PROG,24000,2022-08-09
305,华东,70.0,CS_REP,12500,2020-09-30
306,华中,50.0,FI_MANAGER,27000,2023-06-08
307,西北,40.0,HR_MAN,18500,2024-03-03
308,华中,70.0,CS_REP,14000,2021-07-21
309,西南,20.0,IT_ARCH,31000,2020-06-07
310,西北,30.0,MK_MAN,23000,2025-01-02
311,西南,20.0,IT_PROG,22000,2023-11-22
312,华北,10.0,SA_REP,12000,2021-11-08
313,西南,10.0,SA_MAN,28500,2022-03-08
314,西南,10.0,SA_REP,12500,2020-01-13
315,华南,40.0,HR_MAN,19500,2022-09-26
316,华北,40.0,HR_REP,13000,2021-11-19
317,西北,40.0,HR_REP,13500,2025-02-26
318,华北,50.0,FI_ACCOUNT,18000,2023-04-27
319,西南,10.0,SA_REP,10000,2024-11-10
320,华中,30.0,MK_MAN,23000,2021-03-09
321,华中,70.0,CS_LEAD,16000,2024-03-20
322,华中,10.0,SA_REP,9000,2024-03-14
323,西南,30.0,MK_REP,16000,2020-05-20
324,西北,10.0,SA_MAN,25000,2024-09-14
325,华东,20.0,IT_PROG,23500,2023-10-03
326,华东,20.0,IT_ARCH,35000,2021-06-08
327,华南,50.0,FI_ACCOUNT,14500,2021-09-29
328,华东,30.0,MK_MAN,24000,2025-04-12
329,西北,50.0,FI_ACCOUNT,13500,2023-11-28
330,华南,50.0,FI_ACCOUNT,12500,2021-12-12
331,西南,30.0,MK_REP,15000,2023-08-19
332,华南,,MK_MAN,25000,2020-08-04
333,华中,60.0,OP_MANAGER,19000,2022-06-10
334,华北,60.0,OP_MANAGER,25500,2024-05-05
335,华中,70.0,CS_LEAD,16500,2024-10-10
336,华北,10.0,SA_REP,16000,2022-07-12
337,华北,50.0,FI_MANAGER,25000,2020-02-28
338,华中,20.0,IT_ARCH,27000,2021-12-27
339,华南,50.0,FI_MANAGER,28500,2020-01-21
340,西南,10.0,SA_MAN,28500,2022-09-27
341,西南,60.0,OP_MANAGER,24500,2022-07-06
342,华东,20.0,IT_ARCH,35000,2021-05-13
343,华南,30.0,MK_MAN,26000,2021-12-05
344,华中,50.0,FI_MANAGER,25500,2023-12-10
345,华中,30.0,MK_REP,11500,2024-01-17
346,华北,60.0,OP_COORD,11500,2021-03-19
347,西北,60.0,OP_MANAGER,18500,2024-09-01
348,华北,30.0,MK_REP,13000,2020-01-29
349,西北,30.0,MK_REP,11000,2023-02-07
350,华南,20.0,DATA_ENG,30000,2022-10-02
351,华东,50.0,FI_MANAGER,27500,2022-09-07
352,华中,10.0,SA_REP,15500,2022-09-05
353,华东,40.0,HR_MAN,17000,2023-03-27
354,西北,20.0,IT_PROG,25000,2021-09-14
355,华东,10.0,SA_REP,13500,2023-05-05
356,西南,50.0,FI_MANAGER,27000,2025-02-03
357,华中,50.0,FI_MANAGER,24500,2023-03-10
358,西南,60.0,OP_COORD,16000,2021-03-01
359,西北,60.0,OP_COORD,11000,2021-05-06
360,华北,20.0,IT_PROG,22500,2022-07-11
361,西北,30.0,MK_REP,12500,2021-08-13
362,西北,70.0,CS_LEAD,14500,2023-11-08
363,华北,70.0,CS_REP,12000,2020-08-23
364,西南,20.0,IT_ARCH,26000,2020-05-26
365,华东,30.0,MK_MAN,25000,2020-09-11
366,华中,60.0,OP_MANAGER,21000,2022-10-21
367,西南,10.0,SA_MAN,28500,2024-02-13
368,华南,10.0,SA_MAN,25500,2023-10-12
369,西南,10.0,SA_REP,13500,2020-03-23
370,华北,60.0,OP_MANAGER,21000,2021-01-06
371,西南,70.0,CS_LEAD,14500,2022-08-20
372,华南,30.0,MK_REP,17500,2020-11-25
373,华南,40.0,HR_MAN,22000,2024-07-24
374,西南,10.0,SA_REP,11000,2021-10-24
375,华东,40.0,HR_REP,15000,2024-11-15
376,西南,10.0,SA_MAN,30000,2022-01-10
377,西南,60.0,OP_MANAGER,17500,2021-02-20
378,华南,30.0,MK_MAN,25500,2020-09-05
379,华东,50.0,FI_ACCOUNT,14500,2021-09-28
380,西南,,MK_MAN,12000,2021-04-05
381,华东,10.0,SA_MAN,29500,2025-03-25
382,西北,60.0,OP_MANAGER,23500,2024-09-05
383,华中,20.0,IT_ARCH,32500,2020-10-23
384,华中,50.0,FI_ACCOUNT,13000,2021-07-19
385,华中,70.0,CS_LEAD,14000,2021-08-02
386,西北,50.0,FI_MANAGER,22000,2022-07-03
387,西南,30.0,MK_MAN,25000,2025-03-25
388,华南,60.0,OP_COORD,14500,2022-02-23
389,华北,40.0,HR_REP,12500,2024-03-05
390,华中,70.0,CS_LEAD,17000,2023-09-21
391,西北,40.0,HR_REP,11000,2022-10-25
392,西南,10.0,SA_REP,9500,2022-12-13
393,华中,,IT_PROG,22500,2024-11-18
394,西北,10.0,SA_REP,15000,2021-06-26
395,华南,40.0,HR_REP,12500,2024-10-11
396,西北,40.0,HR_MAN,23500,2024-11-21
397,西南,10.0,SA_MAN,32000,2023-11-02
398,华南,60.0,OP_COORD,13000,2020-07-20
399,西北,10.0,SA_REP,10000,2023-11-22
400,华南,10.0,SA_REP,15000,2020-04-24
401,华南,40.0,HR_REP,11500,2022-12-23
402,华中,70.0,CS_REP,10000,2020-12-24
403,华东,40.0,HR_REP,13500,2025-02-12
404,西南,40.0,HR_MAN,23000,2021-06-06
405,西北,,OP_MANAGER,24000,2025-01-19
406,华南,20.0,IT_PROG,23000,2025-04-19
407,华南,30.0,MK_MAN,22000,2022-07-24
408,华南,40.0,HR_MAN,17500,2021-04-30
409,华中,50.0,FI_MANAGER,24500,2020-02-14
410,西北,10.0,SA_MAN,31500,2024-03-06
411,华中,30.0,MK_REP,15500,2024-06-30
412,华南,20.0,DATA_ENG,22000,2023-10-20
413,西北,60.0,OP_COORD,15000,2020-07-17
414,西北,30.0,MK_MAN,18500,2023-04-01
415,华南,10.0,SA_REP,11500,2024-03-10
416,华中,20.0,DATA_ENG,23500,2022-12-23
417,西南,70.0,CS_REP,11000,2025-02-14
418,华中,30.0,MK_MAN,19500,2022-08-17
419,华东,20.0,DATA_ENG,29500,2023-10-13
420,华中,70.0,CS_LEAD,14500,2024-06-07
421,华中,,HR_MAN,13000,2022-07-20
422,华南,60.0,OP_MANAGER,26000,2022-02-19
423,西北,10.0,SA_MAN,29500,2020-02-21
424,西南,50.0,FI_MANAGER,29500,2021-03-29
425,西北,70.0,CS_LEAD,19500,2021-09-10
426,西北,20.0,IT_PROG,16500,2021-09-15
427,华中,20.0,DATA_ENG,20000,2022-03-06
428,华中,60.0,OP_MANAGER,26000,2024-02-29
429,西北,40.0,HR_REP,13500,2023-06-14
430,华中,30.0,MK_REP,16500,2022-01-28
431,华北,20.0,IT_ARCH,25500,2023-11-05
432,华南,60.0,OP_MANAGER,17500,2022-03-26
433,华南,10.0,SA_REP,9500,2023-09-19
434,华北,50.0,FI_ACCOUNT,12500,2024-05-30
435,华南,20.0,DATA_ENG,21000,2020-05-20
436,西南,20.0,IT_PROG,21000,2024-05-04
437,华北,50.0,FI_ACCOUNT,16000,2024-10-24
438,华北,50.0,FI_MANAGER,22500,2020-08-13
439,西北,20.0,IT_PROG,21500,2024-06-05
440,华北,10.0,SA_MAN,26000,2020-04-17
441,华北,50.0,FI_ACCOUNT,13000,2022-09-02
442,华中,50.0,FI_ACCOUNT,19000,2022-10-28
443,华北,10.0,SA_REP,12500,2023-08-10
444,华东,40.0,HR_MAN,22500,2023-11-06
445,华东,40.0,HR_REP,10500,2021-10-21
446,西南,20.0,IT_ARCH,33500,2023-07-20
447,西南,30.0,MK_MAN,26000,2021-08-26
448,华中,40.0,HR_REP,16000,2023-12-08
449,华东,60.0,OP_COORD,13000,2022-07-13
450,华北,70.0,CS_LEAD,17000,2022-05-01
451,西北,40.0,HR_MAN,20000,2022-02-05
452,华北,40.0,HR_REP,10500,2024-08-30
453,华东,10.0,SA_REP,15000,2020-09-23
454,西南,50.0,FI_MANAGER,21500,2022-04-21
455,华南,70.0,CS_LEAD,19500,2020-04-15
456,华南,30.0,MK_REP,15500,2022-11-05
457,华北,40.0,HR_REP,10500,2021-12-18
458,西南,70.0,CS_LEAD,18500,2021-04-08
459,华中,70.0,CS_REP,13500,2025-03-17
460,西北,30.0,MK_REP,12000,2021-07-13
461,西北,30.0,MK_MAN,18000,2021-01-06
462,华北,40.0,HR_REP,11000,2024-02-26
463,西北,10.0,SA_MAN,28000,2022-05-09
464,华中,30.0,MK_MAN,23000,2024-05-09
465,西南,10.0,SA_MAN,24500,2024-03-25
466,西南,10.0,SA_REP,12500,2023-09-17
467,华中,40.0,HR_MAN,20000,2021-03-17
468,西南,40.0,HR_REP,12000,2023-10-20
469,西北,50.0,FI_MANAGER,20500,2021-03-27
470,华中,10.0,SA_MAN,25000,2021-09-09
471,华北,70.0,CS_LEAD,16000,2021-11-02
472,华东,,OP_COORD,23000,2020-12-25
473,华北,60.0,OP_COORD,14000,2023-02-18
474,西北,10.0,SA_REP,15500,2024-02-28
475,华东,40.0,HR_REP,12500,2023-03-25
476,华中,60.0,OP_MANAGER,21500,2020-08-23
477,华中,,MK_REP,14500,2024-06-29
478,西南,60.0,OP_MANAGER,18000,2022-06-13
479,华东,50.0,FI_MANAGER,28000,2020-06-10
480,华中,60.0,OP_MANAGER,20500,2021-11-13
481,华北,60.0,OP_COORD,14000,2022-11-10
482,华北,30.0,MK_MAN,20000,2021-04-28
483,华东,20.0,IT_PROG,25500,2020-11-09
484,西北,70.0,CS_LEAD,17500,2024-03-25
485,西南,40.0,HR_MAN,21000,2020-11-05
486,华中,40.0,HR_MAN,20000,2023-04-26
487,华东,10.0,SA_REP,12500,2022-07-14
488,华东,70.0,CS_LEAD,14500,2023-08-13
489,华东,50.0,FI_MANAGER,27000,2023-04-03
490,西南,60.0,OP_COORD,13500,2025-02-04
491,西南,30.0,MK_MAN,26000,2020-11-04
492,华东,70.0,CS_LEAD,19500,2020-06-21
493,西南,10.0,SA_MAN,29000,2022-06-18
494,西南,20.0,IT_ARCH,29500,2025-02-22
495,华南,70.0,CS_LEAD,19000,2023-05-09
496,华东,60.0,OP_MANAGER,18000,2021-11-06
497,华东,40.0,HR_MAN,20000,2024-01-22
498,西北,50.0,FI_ACCOUNT,17000,2020-06-15
499,西南,30.0,MK_MAN,24000,2020-09-21
500,西南,10.0,SA_REP,13000,2022-02-10
501,西北,70.0,CS_REP,14000,2023-12-10
502,西北,50.0,FI_ACCOUNT,18500,2022-11-07
503,华南,,DATA_ENG,15000,2021-03-14
504,华南,40.0,HR_REP,11500,2020-10-08
505,华北,70.0,CS_REP,13000,2024-04-27
506,西南,50.0,FI_ACCOUNT,17000,2024-11-29
507,西南,40.0,HR_REP,11000,2021-01-05
508,西北,70.0,CS_REP,12500,2020-03-30
509,华中,60.0,OP_COORD,13500,2023-06-04
510,华南,70.0,CS_LEAD,15500,2022-12-29
511,华北,70.0,CS_LEAD,15500,2022-01-23
512,西北,40.0,HR_MAN,20500,2024-05-12
513,华中,40.0,HR_REP,11500,2024-06-28
514,西南,30.0,MK_REP,16000,2022-09-11
515,华南,10.0,SA_MAN,26500,2020-06-20
516,华北,50.0,FI_ACCOUNT,18500,2020-07-06
517,华北,30.0,MK_REP,14000,2020-04-19
518,华中,20.0,IT_ARCH,25000,2022-02-06
519,华北,10.0,SA_REP,15000,2020-10-26
520,华北,70.0,CS_LEAD,19500,2024-08-29
521,华北,40.0,HR_MAN,16000,2025-01-29
522,华东,,IT_ARCH,14000,2023-01-28
523,西北,40.0,HR_REP,16000,2021-08-13
524,华北,10.0,SA_MAN,28500,2023-08-01
525,西南,10.0,SA_REP,13500,2023-01-02
526,华东,50.0,FI_ACCOUNT,14000,2021-08-19
527,华中,,MK_REP,17000,2023-03-14
528,华中,60.0,OP_COORD,14000,2022-01-08
529,华东,50.0,FI_ACCOUNT,18000,2024-11-23
530,华中,40.0,HR_MAN,20000,2024-03-10
531,华东,10.0,SA_REP,10500,2024-02-10
532,西北,70.0,CS_LEAD,15000,2020-03-31
533,华南,70.0,CS_REP,14000,2022-08-09
534,西北,20.0,IT_PROG,17000,2024-01-06
535,华中,20.0,IT_PROG,19000,2024-12-19
536,华东,30.0,MK_MAN,25500,2021-06-02
537,华东,20.0,IT_ARCH,29500,2024-10-31
538,华东,30.0,MK_MAN,19500,2024-06-25
539,华南,40.0,HR_MAN,22000,2021-11-25
540,华北,40.0,HR_MAN,24000,2021-06-30
541,华东,10.0,SA_REP,13500,2024-08-11
542,华北,30.0,MK_REP,11500,2021-11-02
543,西北,40.0,HR_MAN,18500,2023-11-13
544,华中,10.0,SA_REP,13500,2022-06-09
545,华南,70.0,CS_REP,9500,2023-10-06
546,西北,50.0,FI_ACCOUNT,12000,2020-10-19
547,西南,40.0,HR_REP,11000,2020-05-17
548,华北,30.0,MK_MAN,24000,2023-03-07
549,华东,60.0,OP_MANAGER,22500,2022-01-31
550,华中,50.0,FI_ACCOUNT,20000,2022-01-21
551,华中,30.0,MK_REP,11500,2020-02-23
552,西北,50.0,FI_MANAGER,28500,2020-08-29
553,华南,60.0,OP_MANAGER,20000,2023-06-07
554,华南,40.0,HR_REP,10500,2020-10-04
555,华东,60.0,OP_MANAGER,18000,2024-07-17
556,西北,30.0,MK_MAN,19000,2023-01-31
557,西南,30.0,MK_REP,16500,2023-12-24
558,西北,70.0,CS_LEAD,18000,2021-04-04
559,华东,70.0,CS_REP,10500,2024-06-06
560,华中,50.0,FI_MANAGER,27000,2024-07-03
561,西南,10.0,SA_MAN,26500,2022-03-26
562,西北,50.0,FI_MANAGER,26500,2024-08-13
563,西南,30.0,MK_REP,14500,2022-08-12
564,西北,20.0,DATA_ENG,28000,2023-04-18
565,华北,20.0,IT_ARCH,32000,2025-02-08
566,华东,50.0,FI_ACCOUNT,16500,2020-12-03
567,华北,60.0,OP_COORD,12500,2025-04-24
568,西南,70.0,CS_REP,11000,2021-02-06
569,西北,30.0,MK_REP,16000,2021-09-12
570,西南,50.0,FI_ACCOUNT,14000,2020-12-16
571,西北,50.0,FI_MANAGER,29000,2020-03-25
572,华东,60.0,OP_MANAGER,20000,2024-04-19
573,西南,60.0,OP_COORD,13500,2024-12-25
574,西北,60.0,OP_MANAGER,24500,2021-05-16
575,西北,40.0,HR_REP,15500,2020-05-02
576,华北,40.0,HR_MAN,19000,2021-11-27
577,西南,70.0,CS_LEAD,19500,2024-10-28
578,华南,20.0,IT_ARCH,32000,2023-02-24
579,华东,40.0,HR_REP,12000,2022-07-09
580,华北,10.0,SA_REP,12000,2024-11-04
581,西南,70.0,CS_REP,11500,2025-03-27
582,西南,20.0,IT_PROG,23500,2022-11-20
583,华中,30.0,MK_MAN,18000,2020-07-03
584,华中,20.0,IT_PROG,25000,2021-12-23
585,华东,40.0,HR_MAN,20500,2023-01-04
586,华东,40.0,HR_REP,12000,2024-01-29
587,华南,30.0,MK_REP,14000,2020-04-14
588,西南,30.0,MK_MAN,19000,2022-03-02
589,西南,50.0,FI_MANAGER,29500,2023-10-25
590,西南,10.0,SA_REP,11500,2024-06-15
591,华南,30.0,MK_REP,12500,2023-05-18
592,西南,10.0,SA_MAN,22500,2020-10-07
593,西北,40.0,HR_MAN,18000,2023-05-26
594,西南,50.0,FI_MANAGER,22500,2022-03-15
595,西南,30.0,MK_MAN,26000,2024-08-23
596,西南,60.0,OP_MANAGER,24500,2024-07-28
597,华东,60.0,OP_COORD,13000,2023-04-10
598,华南,60.0,OP_COORD,14500,2022-08-29
599,华南,70.0,CS_REP,9000,2023-04-10
600,华中,60.0,OP_MANAGER,19000,2024-08-09
601,西北,50.0,FI_ACCOUNT,15000,2020-02-08
602,华中,20.0,IT_ARCH,35000,2021-02-21
603,华中,50.0,FI_MANAGER,20500,2023-12-16
604,华北,50.0,FI_MANAGER,27500,2022-12-12
605,华中,20.0,IT_ARCH,32500,2021-12-02
606,西南,70.0,CS_LEAD,18500,2022-09-18
607,华北,30.0,MK_MAN,21500,2025-04-12
608,华南,60.0,OP_COORD,15500,2023-12-14
609,华中,30.0,MK_MAN,22500,2020-09-06
610,西南,40.0,HR_MAN,21500,2024-05-02
611,华北,30.0,MK_REP,13500,2025-03-07
612,华中,60.0,OP_MANAGER,20000,2021-02-17
613,西南,50.0,FI_MANAGER,22000,2020-08-11
614,西南,20.0,IT_PROG,16500,2023-10-03
615,西南,20.0,IT_PROG,17500,2022-04-26
616,华南,10.0,SA_MAN,22000,2023-02-01
617,华北,40.0,HR_MAN,19000,2024-03-28
618,华南,60.0,OP_COORD,17000,2024-04-23
619,华东,20.0,DATA_ENG,29500,2024-01-20
620,华东,20.0,IT_ARCH,26500,2025-03-27
621,华东,40.0,HR_MAN,18500,2025-04-02
622,西北,30.0,MK_REP,11000,2021-09-03
623,西南,30.0,MK_MAN,25000,2023-08-06
624,西南,20.0,DATA_ENG,25000,2021-07-12
625,华北,30.0,MK_REP,16500,2022-07-28
626,西北,20.0,IT_PROG,21000,2024-06-07
627,华南,70.0,CS_REP,10000,2023-06-05
628,西北,70.0,CS_LEAD,18000,2021-11-02
629,华东,10.0,SA_MAN,24000,2022-09-04
630,华南,10.0,SA_REP,12000,2021-04-27
631,华中,30.0,MK_MAN,18000,2021-06-19
632,西北,20.0,IT_PROG,17500,2022-08-11
633,华南,60.0,OP_MANAGER,18500,2023-08-01
634,华南,20.0,IT_PROG,18000,2022-09-06
635,华北,50.0,FI_MANAGER,26500,2023-12-08
636,西南,70.0,CS_REP,10500,2023-10-25
637,西南,10.0,SA_REP,13000,2023-12-12
638,华南,50.0,FI_ACCOUNT,12500,2024-08-24
639,西南,20.0,DATA_ENG,26500,2020-11-02
640,华北,50.0,FI_MANAGER,21500,2023-10-25
641,华北,40.0,HR_REP,14000,2022-07-01
642,华东,50.0,FI_MANAGER,27000,2023-02-28
643,华东,60.0,OP_MANAGER,17000,2022-03-21
644,华南,60.0,OP_COORD,14500,2020-05-29
645,华东,60.0,OP_COORD,14000,2020-05-03
646,华东,40.0,HR_REP,12000,2022-04-17
647,华北,70.0,CS_LEAD,16500,2024-12-30
648,华中,40.0,HR_MAN,17000,2023-10-30
649,西北,20.0,DATA_ENG,23500,2020-08-30
650,华北,40.0,HR_REP,15500,2021-04-01
651,华东,30.0,MK_MAN,24500,2022-12-25
652,华中,20.0,IT_ARCH,29500,2020-11-13
653,华南,60.0,OP_COORD,10000,2024-07-15
654,西北,70.0,CS_REP,10500,2021-02-26
655,华东,10.0,SA_REP,13500,2023-10-08
656,西北,20.0,DATA_ENG,18500,2022-04-03
657,华中,20.0,IT_PROG,18000,2022-10-28
658,华南,60.0,OP_MANAGER,26000,2023-05-09
659,西北,20.0,IT_ARCH,26000,2023-09-14
660,西南,30.0,MK_MAN,18500,2023-02-14
661,西南,20.0,DATA_ENG,28500,2022-05-24
662,西南,30.0,MK_MAN,26000,2021-10-14
663,西北,20.0,IT_ARCH,30000,2021-01-11
664,西南,70.0,CS_REP,11000,2024-10-22
665,西北,40.0,HR_REP,14000,2022-04-25
666,华中,20.0,IT_ARCH,27500,2021-06-06
667,华北,10.0,SA_REP,15500,2022-01-29
668,华东,70.0,CS_REP,9000,2021-07-03
669,华中,50.0,FI_ACCOUNT,13000,2021-01-20
670,西南,50.0,FI_ACCOUNT,19500,2021-03-03
671,华南,10.0,SA_MAN,25000,2024-02-27
672,华东,70.0,CS_LEAD,15500,2023-11-25
673,西南,40.0,HR_REP,14000,2021-10-20
674,华南,50.0,FI_MANAGER,24500,2021-06-19
675,华南,40.0,HR_MAN,17500,2024-07-02
676,西北,70.0,CS_LEAD,15500,2022-01-29
677,华南,50.0,FI_ACCOUNT,14000,2020-02-03
678,华南,50.0,FI_MANAGER,24500,2020-11-08
679,华北,40.0,HR_REP,13500,2023-02-01
680,西北,30.0,MK_MAN,25500,2024-01-21
681,西北,40.0,HR_REP,15500,2024-06-16
682,华南,60.0,OP_MANAGER,19500,2025-02-20
683,西南,10.0,SA_MAN,23000,2025-04-19
684,西北,10.0,SA_REP,10000,2024-09-21
685,西北,60.0,OP_COORD,10000,2021-03-23
686,西南,10.0,SA_REP,14000,2022-09-26
687,华东,,HR_MAN,22500,2020-01-25
688,华东,30.0,MK_MAN,18000,2022-10-25
689,西北,70.0,CS_REP,9500,2025-02-23
690,华东,20.0,IT_PROG,25500,2022-12-14
691,华南,30.0,MK_MAN,19000,2022-02-03
692,华中,20.0,DATA_ENG,21500,2021-09-06
693,西北,10.0,SA_MAN,23000,2022-04-10
694,华中,40.0,HR_REP,15000,2020-01-20
695,西北,40.0,HR_MAN,21000,2023-03-04
696,华东,10.0,SA_MAN,25000,2025-01-19
697,西北,40.0,HR_MAN,16500,2025-03-07
698,华东,30.0,MK_REP,12000,2025-03-17
699,华南,,IT_ARCH,14000,2024-03-20
700,西北,10.0,SA_REP,10000,2023-02-28
701,华北,70.0,CS_LEAD,19000,2025-01-10
702,西南,70.0,CS_REP,9500,2022-10-22
703,西北,10.0,SA_MAN,28500,2021-04-20
704,华东,70.0,CS_LEAD,20000,2021-10-30
705,华东,70.0,CS_LEAD,17500,2021-04-12
706,华南,40.0,HR_MAN,18500,2023-10-24
707,西南,10.0,SA_REP,15000,2021-05-19
708,西北,30.0,MK_REP,14000,2023-12-28
709,西北,40.0,HR_MAN,21500,2020-08-06
710,华东,,DATA_ENG,23500,2022-01-07
711,华南,10.0,SA_MAN,28500,2022-07-08
712,西南,40.0,HR_REP,10000,2020-07-02
713,华南,50.0,FI_MANAGER,26000,2020-01-26
714,华南,70.0,CS_REP,13000,2025-01-27
715,华北,20.0,DATA_ENG,24000,2020-12-13
716,华北,30.0,MK_MAN,20000,2020-05-09
717,华北,40.0,HR_MAN,23500,2024-05-21
718,华东,20.0,DATA_ENG,28000,2022-10-12
719,西南,40.0,HR_REP,11000,2021-09-15
720,华东,30.0,MK_MAN,23000,2022-06-20
721,华南,70.0,CS_REP,11000,2021-10-18
722,西南,20.0,IT_ARCH,29000,2020-12-29
723,华中,30.0,MK_MAN,21500,2021-10-29
724,华中,70.0,CS_LEAD,16500,2020-08-21
725,西南,50.0,FI_ACCOUNT,12000,2024-01-29
726,华中,20.0,IT_ARCH,28500,2024-08-29
727,西北,70.0,CS_LEAD,19000,2022-10-19
728,华北,20.0,IT_ARCH,34500,2020-11-11
729,西北,40.0,HR_REP,13500,2023-05-09
